accuracy_mlp,accuracy_rf,tempo_mlp,tempo_rf
0.9077134986225895,0.9159779614325069,174.47430777549744,12.742109775543213
0.9035812672176309,0.9090909090909091,160.7235963344574,13.23053526878357
0.9090909090909091,0.9118457300275482,168.47540950775146,17.143908500671387
0.8994490358126722,0.9118457300275482,169.46557211875916,18.923882246017456
0.8966942148760331,0.9104683195592287,159.93250846862793,18.68828296661377
0.9132231404958677,0.9049586776859504,170.49523854255676,19.385338068008423
0.9049586776859504,0.9077134986225895,136.7564868927002,12.548831224441528
0.9118457300275482,0.9132231404958677,116.43816781044006,12.480188369750977
0.9104683195592287,0.9090909090909091,97.21003603935242,12.609171152114868
0.9035812672176309,0.9132231404958677,97.59443998336792,15.997470140457153
0.8966942148760331,0.9118457300275482,100.1285240650177,12.047616004943848
0.9008264462809917,0.9077134986225895,96.3118224143982,11.78389310836792
0.9008264462809917,0.9118457300275482,96.3500657081604,11.847195148468018
0.8939393939393939,0.9090909090909091,119.59310364723206,11.679966688156128
0.9090909090909091,0.9146005509641874,94.99973630905151,12.840062856674194
0.9022038567493113,0.9090909090909091,94.20753574371338,12.357916593551636
0.8966942148760331,0.9035812672176309,96.93080234527588,12.084602117538452
0.9090909090909091,0.9090909090909091,93.13415884971619,12.166560649871826
0.9008264462809917,0.9132231404958677,93.34532761573792,12.446394205093384
0.9104683195592287,0.9035812672176309,90.9288969039917,11.69033670425415
0.9049586776859504,0.9090909090909091,91.06906962394714,11.597894191741943
0.9201101928374655,0.9146005509641874,91.19512748718262,12.262937307357788
0.8953168044077136,0.9104683195592287,93.27458214759827,12.298587322235107
0.9049586776859504,0.9077134986225895,92.03141164779663,11.773369312286377
0.9090909090909091,0.9159779614325069,89.87901902198792,11.684509754180908
0.9090909090909091,0.9077134986225895,94.01964282989502,11.657447099685669
0.9118457300275482,0.9146005509641874,90.58340835571289,11.937569379806519
0.9090909090909091,0.9132231404958677,90.10197877883911,11.96944260597229
0.9035812672176309,0.9077134986225895,90.39199471473694,12.129400968551636
0.8994490358126722,0.9090909090909091,94.75890302658081,12.111733198165894
